Asset_Num;Endpoint Type;Host ID;Host Name;ID;OS Version;Sensor ID;Sensor Tenant;Sensor Version;osFamily
15;ENDPOINT_MICROSOFT_ATP;baba483faa26d1e4187f9d400e9989c98ce66aa5;desktop-7viqih0;a66cdf46-2622-487e-a706-81750957e5d5;10.0;baba483faa26d1e4187f9d400e9989c98ce66aa5;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.8040.19041.1806;WINDOWS
16;ENDPOINT_MICROSOFT_ATP;838c4c590211f43540ba3c9140e1cdcf121e5fc1;wkscen001.netcenter.com.br;c49b288c-69ab-43be-8ca4-c10adac6e44b;10.0;838c4c590211f43540ba3c9140e1cdcf121e5fc1;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.8040.19041.1682;WINDOWS
17;ENDPOINT_MICROSOFT_ATP;8678408fa4225851abbb59f24ed20dc23c712264;wksesp013.netcenter.com.br;f82e87b4-219b-40fb-a000-649e8e6f0a1b;10.0;8678408fa4225851abbb59f24ed20dc23c712264;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.8040.19041.1889;WINDOWS
18;ENDPOINT_MICROSOFT_ATP;0d1910b4dce29feed81f9bd5550384e7dee938c1;wkscom013.netcenter.com.br;36c796f8-7286-4cec-b3c4-53e3e18fda25;10.0;0d1910b4dce29feed81f9bd5550384e7dee938c1;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.8040.19041.1806;WINDOWS
19;ENDPOINT_REDCLOAK;004b1210ebb6f567bfc02b5fa5d36d68;NTCMBX01;d740573d-3e29-45da-a81e-82bb275bafad;VERSION_SERVER_2016;004b1210ebb6f567bfc02b5fa5d36d68;004b1210;2.8.5.0;WINDOWS
20;ENDPOINT_MICROSOFT_ATP;3082a3e76632c6bb852fd297f7d8b23b61d68151;wksnoc006.netcenter.com.br;fb298875-6ff5-416d-8744-14da5cc5df4f;10.0;3082a3e76632c6bb852fd297f7d8b23b61d68151;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.8210.19041.2006;WINDOWS
21;ENDPOINT_MICROSOFT_ATP;33236c194636fa7f8b7e4871793df54213e05a44;wksjur001.netcenter.com.br;0e508e25-32ec-47db-ad6a-634443d9192c;10.0;33236c194636fa7f8b7e4871793df54213e05a44;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.3740.16299.1806;WINDOWS
22;ENDPOINT_MICROSOFT_ATP;e68a3789ec70a78a763125d47b7a6ab9a608f65d;74pr5p1-luisfernando.netcenter.com.br;d4b07ee7-e743-42c5-8e73-b4d999f6580c;;e68a3789ec70a78a763125d47b7a6ab9a608f65d;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.3740.16299.1806;UNKNOWN
23;ENDPOINT_MICROSOFT_ATP;d44b56fe9da02b35edde398091d8e7c4da77bf1d;wkscen003.netcenter.com.br;74b1c420-8055-4967-8c20-d2f06684228f;10.0;d44b56fe9da02b35edde398091d8e7c4da77bf1d;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.8040.19041.1586;WINDOWS
24;ENDPOINT_MICROSOFT_ATP;6ef11d390d7af9052b2ba93c4bdc41b08fbf29bc;wksthiagoluna;4fa00fce-e8cc-44e0-8156-9b7348fad197;10.0;6ef11d390d7af9052b2ba93c4bdc41b08fbf29bc;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.8210.19041.2006;WINDOWS
